,Primary Product Information,,,,,,,,,General Filters,,,,Specifications,,,,
Delete,Product Name,Sku,Short Description,Meta Title,Meta Description,Meta Keywords,Image,Sort Order,Status,Cinema Chain,Screen Recomend,Audience Class,Tier Preference,Seats,Screen,Rank,Total Screen,Google Map Location
N,"Cinemax  City Centre Mall - Nasik, Nashik, Maharashtra",CINEMA000301,"Located on Cinemax  City Centre Mall - Nasik, Nashik, Maharashtra","Advertising in Cinemax  City Centre Mall - Nasik, Nashik, Maharashtra | Excellent Publicity","Advertising Rate for Cinemax  City Centre Mall - Nasik, Nashik, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Silver,Tier 2,984,,,5,https://www.google.com/maps/search/?api=1&query=Cinemax+City+Centre+Mall+-+Nasik%2C+NASHIK%2C+MAHARASHTRA
N,"Pvr Inox Palm Beach Galleria Mall, Vashi, Navi Mumbai, Maharashtra",CINEMA000302,"Located on Pvr Inox Palm Beach Galleria Mall, Vashi, Navi Mumbai, Maharashtra","Advertising in Pvr Inox Palm Beach Galleria Mall, Vashi, Navi Mumbai, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Palm Beach Galleria Mall, Vashi, Navi Mumbai, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Platinum,Tier 2,779,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Palm+Beach+Galleria+Mall%2C+Vashi%2C+NAVI+MUMBAI%2C+MAHARASHTRA
N,"Pvr Inox Raghuleela Mall, Vashi, Navi Mumbai, Maharashtra",CINEMA000303,"Located on Pvr Inox Raghuleela Mall, Vashi, Navi Mumbai, Maharashtra","Advertising in Pvr Inox Raghuleela Mall, Vashi, Navi Mumbai, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Raghuleela Mall, Vashi, Navi Mumbai, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 2,1015,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Raghuleela+Mall%2C+Vashi%2C+NAVI+MUMBAI%2C+MAHARASHTRA
N,"Pvr Orion Panvel, Panvel, Maharashtra",CINEMA000304,"Located on Pvr Orion Panvel, Panvel, Maharashtra","Advertising in Pvr Orion Panvel, Panvel, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Orion Panvel, Panvel, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Silver,Tier 2,940,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Orion+Panvel%2C+PANVEL%2C+MAHARASHTRA
N,"Pvr City Mall-Pimpri Pune, Pune, Maharashtra",CINEMA000305,"Located on Pvr City Mall-Pimpri Pune, Pune, Maharashtra","Advertising in Pvr City Mall-Pimpri Pune, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr City Mall-Pimpri Pune, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Gold,Tier 1,911,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+City+Mall-Pimpri+Pune%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Grand Highstreet Mall Hinjewadi, Pune, Maharashtra",CINEMA000306,"Located on Pvr Grand Highstreet Mall Hinjewadi, Pune, Maharashtra","Advertising in Pvr Grand Highstreet Mall Hinjewadi, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Grand Highstreet Mall Hinjewadi, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 1,1244,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Grand+Highstreet+Mall+Hinjewadi%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Icon, The Pavillion Mall, Pune, Maharashtra",CINEMA000307,"Located on Pvr Icon, The Pavillion Mall, Pune, Maharashtra","Advertising in Pvr Icon, The Pavillion Mall, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Icon, The Pavillion Mall, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 1,1366,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Icon%2C+The+Pavillion+Mall%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Bundgarden Road, Pune, Maharashtra",CINEMA000308,"Located on Pvr Inox Bundgarden Road, Pune, Maharashtra","Advertising in Pvr Inox Bundgarden Road, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Bundgarden Road, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 1,1382,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Bundgarden+Road%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Elpro City Square Mall, Chinchwad, Pune, Maharashtra",CINEMA000309,"Located on Pvr Inox Elpro City Square Mall, Chinchwad, Pune, Maharashtra","Advertising in Pvr Inox Elpro City Square Mall, Chinchwad, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Elpro City Square Mall, Chinchwad, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Gold,Tier 1,1139,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Elpro+City+Square+Mall%2C+Chinchwad%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra",CINEMA000310,"Located on Pvr Inox Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra","Advertising in Pvr Inox Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 1,1009,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Jai+Ganesh+Vision+Mall%2C+Akurdi%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Pmc Wakad Pune, Pune, Maharashtra",CINEMA000311,"Located on Pvr Inox Pmc Wakad Pune, Pune, Maharashtra","Advertising in Pvr Inox Pmc Wakad Pune, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Pmc Wakad Pune, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,14,Silver,Tier 1,2199,,,14,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Pmc+Wakad+Pune%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Royal Heritage Mall, Pune, Maharashtra",CINEMA000312,"Located on Pvr Inox Royal Heritage Mall, Pune, Maharashtra","Advertising in Pvr Inox Royal Heritage Mall, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Royal Heritage Mall, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 1,1090,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Royal+Heritage+Mall%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Kopa Mall- Pune, Pune, Maharashtra",CINEMA000313,"Located on Pvr Kopa Mall- Pune, Pune, Maharashtra","Advertising in Pvr Kopa Mall- Pune, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Kopa Mall- Pune, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,2,Icon,Tier 1,412,,,2,https://www.google.com/maps/search/?api=1&query=Pvr+Kopa+Mall-+Pune%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Kumar Pacific Pune, Pune, Maharashtra",CINEMA000314,"Located on Pvr Kumar Pacific Pune, Pune, Maharashtra","Advertising in Pvr Kumar Pacific Pune, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Kumar Pacific Pune, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,941,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Kumar+Pacific+Pune%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Pune - Market City, Pune, Maharashtra",CINEMA000315,"Located on Pvr Pune - Market City, Pune, Maharashtra","Advertising in Pvr Pune - Market City, Pune, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Pune - Market City, Pune, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,9,Icon,Tier 1,1863,,,9,https://www.google.com/maps/search/?api=1&query=Pvr+Pune+-+Market+City%2C+PUNE%2C+MAHARASHTRA
N,"Pvr Inox Korum Mall, Thane, Maharashtra",CINEMA000316,"Located on Pvr Inox Korum Mall, Thane, Maharashtra","Advertising in Pvr Inox Korum Mall, Thane, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox Korum Mall, Thane, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,1089,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Korum+Mall%2C+THANE%2C+MAHARASHTRA
N,"Pvr Aura Mall-Bhopal, Bhopal, Mp",CINEMA000317,"Located on Pvr Aura Mall-Bhopal, Bhopal, Mp","Advertising in Pvr Aura Mall-Bhopal, Bhopal, Mp | Excellent Publicity","Advertising Rate for Pvr Aura Mall-Bhopal, Bhopal, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 2,935,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Aura+Mall-Bhopal%2C+BHOPAL%2C+MP
N,"Pvr Gwalior Keshar Towers, Gwalior, Mp",CINEMA000318,"Located on Pvr Gwalior Keshar Towers, Gwalior, Mp","Advertising in Pvr Gwalior Keshar Towers, Gwalior, Mp | Excellent Publicity","Advertising Rate for Pvr Gwalior Keshar Towers, Gwalior, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,610,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Gwalior+Keshar+Towers%2C+GWALIOR%2C+MP
N,"Pvr Inox Db Mall, Gwalior, Mp",CINEMA000319,"Located on Pvr Inox Db Mall, Gwalior, Mp","Advertising in Pvr Inox Db Mall, Gwalior, Mp | Excellent Publicity","Advertising Rate for Pvr Inox Db Mall, Gwalior, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 2,1023,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Db+Mall%2C+GWALIOR%2C+MP
N,"Pvr - Treasure Island - Indore, Indore, Mp",CINEMA000320,"Located on Pvr - Treasure Island - Indore, Indore, Mp","Advertising in Pvr - Treasure Island - Indore, Indore, Mp | Excellent Publicity","Advertising Rate for Pvr - Treasure Island - Indore, Indore, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,9,Gold,Tier 2,1555,,,9,https://www.google.com/maps/search/?api=1&query=Pvr+-+Treasure+Island+-+Indore%2C+INDORE%2C+MP
N,"Pvr Inox C-21 Mall, Indore, Mp",CINEMA000321,"Located on Pvr Inox C-21 Mall, Indore, Mp","Advertising in Pvr Inox C-21 Mall, Indore, Mp | Excellent Publicity","Advertising Rate for Pvr Inox C-21 Mall, Indore, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,9,Gold,Tier 2,1480,,,9,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+C-21+Mall%2C+INDORE%2C+MP
N,"Pvr Inox Phoenix Citadel, Indore, Mp",CINEMA000322,"Located on Pvr Inox Phoenix Citadel, Indore, Mp","Advertising in Pvr Inox Phoenix Citadel, Indore, Mp | Excellent Publicity","Advertising Rate for Pvr Inox Phoenix Citadel, Indore, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,8,Silver,Tier 2,1318,,,8,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Phoenix+Citadel%2C+INDORE%2C+MP
N,"Pvr Inox Treasure Island Next Mall, Regal Square, Indore, Mp",CINEMA000323,"Located on Pvr Inox Treasure Island Next Mall, Regal Square, Indore, Mp","Advertising in Pvr Inox Treasure Island Next Mall, Regal Square, Indore, Mp | Excellent Publicity","Advertising Rate for Pvr Inox Treasure Island Next Mall, Regal Square, Indore, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 2,1151,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Treasure+Island+Next+Mall%2C+Regal+Square%2C+INDORE%2C+MP
N,"Pvr Ujjain, Ujjain, Mp",CINEMA000324,"Located on Pvr Ujjain, Ujjain, Mp","Advertising in Pvr Ujjain, Ujjain, Mp | Excellent Publicity","Advertising Rate for Pvr Ujjain, Ujjain, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,821,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Ujjain%2C+UJJAIN%2C+MP
N,"Pvr Inox City Square Mall, Ajmer, Rajasthan",CINEMA000325,"Located on Pvr Inox City Square Mall, Ajmer, Rajasthan","Advertising in Pvr Inox City Square Mall, Ajmer, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox City Square Mall, Ajmer, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 2,884,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+City+Square+Mall%2C+AJMER%2C+RAJASTHAN
N,"Pvr Mittal Mall Ajmer, Ajmer, Rajasthan",CINEMA000326,"Located on Pvr Mittal Mall Ajmer, Ajmer, Rajasthan","Advertising in Pvr Mittal Mall Ajmer, Ajmer, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Mittal Mall Ajmer, Ajmer, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,585,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Mittal+Mall+Ajmer%2C+AJMER%2C+RAJASTHAN
N,"Pvr Inox City Centre Mall, Bhilwara, Bhilwara, Rajasthan",CINEMA000327,"Located on Pvr Inox City Centre Mall, Bhilwara, Bhilwara, Rajasthan","Advertising in Pvr Inox City Centre Mall, Bhilwara, Bhilwara, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox City Centre Mall, Bhilwara, Bhilwara, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,664,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+City+Centre+Mall%2C+Bhilwara%2C+BHILWARA%2C+RAJASTHAN
N,"Pvr Inox Reliance Mall, Chittor Road, Bhilwara, Rajasthan",CINEMA000328,"Located on Pvr Inox Reliance Mall, Chittor Road, Bhilwara, Rajasthan","Advertising in Pvr Inox Reliance Mall, Chittor Road, Bhilwara, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Reliance Mall, Chittor Road, Bhilwara, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,628,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Reliance+Mall%2C+Chittor+Road%2C+BHILWARA%2C+RAJASTHAN
N,"Pvr Inox Genesis Mall, Bhiwadi, Rajasthan",CINEMA000329,"Located on Pvr Inox Genesis Mall, Bhiwadi, Rajasthan","Advertising in Pvr Inox Genesis Mall, Bhiwadi, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Genesis Mall, Bhiwadi, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 3,750,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Genesis+Mall%2C+BHIWADI%2C+RAJASTHAN
N,"Pvr Inox Crystal Palm, Jaipur, Rajasthan",CINEMA000330,"Located on Pvr Inox Crystal Palm, Jaipur, Rajasthan","Advertising in Pvr Inox Crystal Palm, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Crystal Palm, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Platinum,Tier 2,846,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Crystal+Palm%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Elements Mall, Jaipur, Rajasthan",CINEMA000331,"Located on Pvr Inox Elements Mall, Jaipur, Rajasthan","Advertising in Pvr Inox Elements Mall, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Elements Mall, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,636,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Elements+Mall%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Gt Central, Malviya Nagar, Jaipur, Rajasthan",CINEMA000332,"Located on Pvr Inox Gt Central, Malviya Nagar, Jaipur, Rajasthan","Advertising in Pvr Inox Gt Central, Malviya Nagar, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Gt Central, Malviya Nagar, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Silver,Tier 2,731,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Gt+Central%2C+Malviya+Nagar%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Jtm Mall, Jagatpura, Jaipur, Rajasthan",CINEMA000333,"Located on Pvr Inox Jtm Mall, Jagatpura, Jaipur, Rajasthan","Advertising in Pvr Inox Jtm Mall, Jagatpura, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Jtm Mall, Jagatpura, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,585,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Jtm+Mall%2C+Jagatpura%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Pink Square Mall, Raja Park, Jaipur, Rajasthan",CINEMA000334,"Located on Pvr Inox Pink Square Mall, Raja Park, Jaipur, Rajasthan","Advertising in Pvr Inox Pink Square Mall, Raja Park, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Pink Square Mall, Raja Park, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Platinum,Tier 2,896,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Pink+Square+Mall%2C+Raja+Park%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,"Located on Pvr Inox Sunny Trade Center, Jaipur, Rajasthan","Advertising in Pvr Inox Sunny Trade Center, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,936,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Sunny+Trade+Center%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,"Located on Pvr Inox Vaibhav Complex, Jaipur, Rajasthan","Advertising in Pvr Inox Vaibhav Complex, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,2,Gold,Tier 2,639,,,2,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Vaibhav+Complex%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,"Located on Pvr Mall Of Jaipur, Jaipur, Rajasthan","Advertising in Pvr Mall Of Jaipur, Jaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Mall Of Jaipur, Jaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,8,Platinum,Tier 2,944,,,8,https://www.google.com/maps/search/?api=1&query=Pvr+Mall+Of+Jaipur%2C+JAIPUR%2C+RAJASTHAN
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,"Located on Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan","Advertising in Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,698,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Indiabulls+Mega+Mall%2C+JODHPUR%2C+RAJASTHAN
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,"Located on Pvr - Cine Mall Kota, Kota, Rajasthan","Advertising in Pvr - Cine Mall Kota, Kota, Rajasthan | Excellent Publicity","Advertising Rate for Pvr - Cine Mall Kota, Kota, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 2,828,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+-+Cine+Mall+Kota%2C+KOTA%2C+RAJASTHAN
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,"Located on Pvr Inox The Great Mall, Kota, Rajasthan","Advertising in Pvr Inox The Great Mall, Kota, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox The Great Mall, Kota, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,861,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+The+Great+Mall%2C+KOTA%2C+RAJASTHAN
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,"Located on Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan","Advertising in Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan | Excellent Publicity","Advertising Rate for Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,581,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+-+Ridhi+Sidhi+Mall%2C+Sri+Ganganagar%2C+SRI+GANGANAGAR%2C+RAJASTHAN
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,"Located on Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan","Advertising in Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,1150,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Celebration+Mall+-+Udaipur%2C+UDAIPUR%2C+RAJASTHAN
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,"Located on Pvr Inox Lake City Mall, Udaipur, Rajasthan","Advertising in Pvr Inox Lake City Mall, Udaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Lake City Mall, Udaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,901,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Lake+City+Mall%2C+UDAIPUR%2C+RAJASTHAN
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,"Located on Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan","Advertising in Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan | Excellent Publicity","Advertising Rate for Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 2,1009,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Urban+Square+-+Udaipur%2C+UDAIPUR%2C+RAJASTHAN
N,"Pvr Ka Mall Jabalpur, Jabalpur, Mp",CINEMA000345,"Located on Pvr Ka Mall Jabalpur, Jabalpur, Mp","Advertising in Pvr Ka Mall Jabalpur, Jabalpur, Mp | Excellent Publicity","Advertising Rate for Pvr Ka Mall Jabalpur, Jabalpur, Mp",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,611,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Ka+Mall+Jabalpur%2C+JABALPUR%2C+MP
N,"Pvr Elan Miracle -Gurgaon, Gurgaon, Haryana",CINEMA000346,"Located on Pvr Elan Miracle -Gurgaon, Gurgaon, Haryana","Advertising in Pvr Elan Miracle -Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Elan Miracle -Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 2,787,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Elan+Miracle+-Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Ardee Mall, Gurgaon, Haryana",CINEMA000347,"Located on Pvr Inox Ardee Mall, Gurgaon, Haryana","Advertising in Pvr Inox Ardee Mall, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Ardee Mall, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,,Tier 2,120,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Ardee+Mall%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Epicuria Nehru Place, New Delhi, Delhi",CINEMA000348,"Located on Pvr Inox Epicuria Nehru Place, New Delhi, Delhi","Advertising in Pvr Inox Epicuria Nehru Place, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Epicuria Nehru Place, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,3,,Tier 1,117,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Epicuria+Nehru+Place%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Rcube, New Delhi, Delhi",CINEMA000349,"Located on Pvr Inox Rcube, New Delhi, Delhi","Advertising in Pvr Inox Rcube, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Rcube, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,5,,Tier 1,216,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Rcube%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox R Mall, Ghodbunder Road, Thane, Maharashtra",CINEMA000350,"Located on Pvr Inox R Mall, Ghodbunder Road, Thane, Maharashtra","Advertising in Pvr Inox R Mall, Ghodbunder Road, Thane, Maharashtra | Excellent Publicity","Advertising Rate for Pvr Inox R Mall, Ghodbunder Road, Thane, Maharashtra",,pvrcinemalogo.webp,1,1,Pvr-inox,4,,Tier 2,240,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+R+Mall%2C+Ghodbunder+Road%2C+THANE%2C+MAHARASHTRA
N,"Pvr Inox Smr Vinay Metro Mall, Hyderabad, Telangana",CINEMA000351,"Located on Pvr Inox Smr Vinay Metro Mall, Hyderabad, Telangana","Advertising in Pvr Inox Smr Vinay Metro Mall, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Pvr Inox Smr Vinay Metro Mall, Hyderabad, Telangana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,849,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Smr+Vinay+Metro+Mall%2C+HYDERABAD%2C+TELANGANA
N,"Pvr Forum Rex Walk, Prestige, Bangalore, Bangalore, Karnataka",CINEMA000352,"Located on Pvr Forum Rex Walk, Prestige, Bangalore, Bangalore, Karnataka","Advertising in Pvr Forum Rex Walk, Prestige, Bangalore, Bangalore, Karnataka | Excellent Publicity","Advertising Rate for Pvr Forum Rex Walk, Prestige, Bangalore, Bangalore, Karnataka",,pvrcinemalogo.webp,1,1,Pvr-inox,10,Icon,Tier 1,582,,,10,https://www.google.com/maps/search/?api=1&query=Pvr+Forum+Rex+Walk%2C+Prestige%2C+Bangalore%2C+BANGALORE%2C+KARNATAKA
